Wall time,Step,Value
1548084286.0996072,137,0.978340208530426
1548084304.9421499,138,0.9789549708366394
1548084323.7978952,139,0.9795264601707458
1548084342.6767745,140,0.9797474145889282
1548084361.5793004,141,0.9793391823768616
1548084380.382546,142,0.9794304370880127
1548084399.2667482,143,0.9794256091117859
1548084418.2106063,144,0.9793391823768616
1548084437.103036,145,0.9795840978622437
1548084455.9451144,146,0.9796128869056702
1548084474.7718482,147,0.9798722267150879
1548084493.6218333,148,0.9802228212356567
1548084512.5645494,149,0.9799875020980835
1548084531.5218441,150,0.9799970984458923
1548084550.412558,151,0.9798194169998169
1548084569.289103,152,0.9798242449760437
1548084588.1614847,153,0.9804149270057678
1548084607.0233102,154,0.9807271361351013
1548084625.8834114,155,0.9802900552749634
1548084644.7381754,156,0.9801412224769592
1548084664.0513794,157,0.9805878400802612
1548084682.9657464,158,0.980198860168457
1548084702.0681176,159,0.9806742668151855
1548084721.042644,160,0.9807799458503723
1548084740.1281023,161,0.9809144139289856
1548084759.2903152,162,0.9805782437324524
1548084778.2148447,163,0.9810488820075989
1548084797.1610053,164,0.9804581999778748
1548084816.0945702,165,0.9807511568069458
1548084834.9219244,166,0.9813418388366699
1548084853.7566338,167,0.9801123738288879
1548084872.590111,168,0.9809192419052124
1548084891.4056954,169,0.9810777306556702
1548084910.222826,170,0.9808087348937988
1548084929.0605087,171,0.9816780090332031
1548084947.9145646,172,0.9808087348937988
1548084966.789341,173,0.9815099239349365
1548084985.598562,174,0.9814043045043945
1548085004.4189873,175,0.9818364977836609
1548085023.3402784,176,0.9821534752845764
1548085042.2347615,177,0.9814043045043945
1548085061.2685819,178,0.9816107749938965
1548085080.2981737,179,0.9817020297050476
1548085099.410409,180,0.9818077087402344
1548085118.4853096,181,0.9816156029701233
1548085137.4023635,182,0.9819181561470032
1548085156.4846125,183,0.9816684126853943
1548085175.5125725,184,0.9820958375930786
1548085194.529804,185,0.9811833500862122
1548085213.6140857,186,0.9819853901863098
1548085232.5567727,187,0.9821438789367676
1548085251.4967484,188,0.9823119640350342
1548085270.3506083,189,0.9819085597991943
1548085289.186784,190,0.9824272394180298
1548085308.1046546,191,0.9823840260505676
1548085326.929805,192,0.9821438789367676
1548085345.954591,193,0.9824848771095276
1548085364.891398,194,0.9825184941291809
1548085383.8484244,195,0.9823071956634521
1548085402.7189128,196,0.9827922582626343
1548085421.5532024,197,0.9823071956634521
1548085440.4193475,198,0.9821919202804565
1548085459.3029668,199,0.9828066229820251
1548085479.754771,200,0.9822591543197632
1548085498.777706,201,0.9829027056694031
1548085517.7633836,202,0.9827057719230652
1548085536.8516335,203,0.9830756187438965
1548085555.8489823,204,0.9828258752822876
1548085574.887946,205,0.9830227494239807
1548085593.8748047,206,0.9833301305770874
1548085612.8728714,207,0.9827490448951721
1548085631.9095006,208,0.983493447303772
1548085650.9659028,209,0.9830275774002075
1548085669.97376,210,0.9828978776931763
1548085689.016764,211,0.982950747013092
1548085708.0067918,212,0.9833685755729675
1548085726.881724,213,0.9834117889404297
1548085745.9646006,214,0.9831236004829407
1548085765.1575358,215,0.9833541512489319
1548085784.2737331,216,0.9833781719207764
1548085803.431278,217,0.9830852150917053
1548085822.4317584,218,0.9837671518325806
1548085841.386069,219,0.9832196831703186
1548085860.2999613,220,0.9833877682685852
1548085879.2756777,221,0.9835366606712341
1548085898.154633,222,0.9834837913513184
1548085917.0623844,223,0.9840937256813049
1548085936.1495893,224,0.9833397269248962
1548085955.0639384,225,0.9836903214454651
1548085974.0722177,226,0.9839688539505005
1548085992.9291024,227,0.9830659627914429
1548086011.8325577,228,0.9840361475944519
1548086030.716913,229,0.9842618107795715
1548086049.6067264,230,0.9842906594276428
1548086068.4905264,231,0.9839448928833008
1548086087.3515217,232,0.984329104423523
1548086106.16681,233,0.9841177463531494
1548086125.051832,234,0.9837047457695007
1548086143.935123,235,0.9841561913490295
1548086162.7909691,236,0.9838103652000427
1548086181.661027,237,0.9840889573097229
1548086200.5337598,238,0.9841561913490295
1548086219.451725,239,0.984574019908905
1548086238.3395345,240,0.9837815761566162
1548086257.192277,241,0.9844202995300293
1548086276.112482,242,0.9843242764472961
1548086294.9456718,243,0.9843963384628296
1548086313.9143631,244,0.9838296175003052
1548086332.817197,245,0.9846700429916382
1548086351.959667,246,0.984329104423523
1548086371.0458536,247,0.9843963384628296
1548086390.1602237,248,0.9843627214431763
1548086409.264708,249,0.9843434691429138
1548086428.4613357,250,0.9844202995300293
1548086447.6079519,251,0.9842090010643005
1548086466.7728121,252,0.9848189353942871
1548086485.7877893,253,0.9846508502960205
1548086505.0405972,254,0.9845787882804871
1548086524.2021043,255,0.9845980405807495
1548086543.1763568,256,0.984967827796936
1548086562.0781107,257,0.984386682510376
1548086581.062836,258,0.9851743578910828
1548086600.0935175,259,0.9846940636634827
1548086618.994118,260,0.9849486351013184
1548086637.8825252,261,0.9848093390464783
1548086656.859798,262,0.9844971895217896
1548086675.6993442,263,0.9847708940505981
1548086694.5557005,264,0.9851022958755493
1548086713.447932,265,0.9850735068321228
1548086732.3148484,266,0.9849629998207092
1548086751.1639273,267,0.9848717451095581
1548086770.0087733,268,0.9852175712585449
1548086788.8842864,269,0.9849246144294739
1548086807.8867877,270,0.984574019908905
1548086826.790854,271,0.985169529914856
1548086845.6672235,272,0.9850446581840515
1548086864.4755907,273,0.9853039979934692
1548086883.3168292,274,0.9852031469345093
1548086902.1582992,275,0.9849101901054382
1548086921.016942,276,0.9848141670227051
1548086939.8774202,277,0.9852944016456604
1548086958.7546885,278,0.9858947396278381
1548086977.5657089,279,0.9853280186653137
1548086996.3773587,280,0.9855057001113892
1548087015.3500032,281,0.9857842922210693
1548087034.2023683,282,0.9854816794395447
1548087053.0680199,283,0.9856113791465759
1548087071.907511,284,0.9856882095336914
1548087090.872193,285,0.9853952527046204
1548087109.7245955,286,0.9857746362686157
1548087128.5409667,287,0.9855393171310425
1548087147.4813356,288,0.9857410192489624
1548087166.333078,289,0.9860339760780334
1548087185.1293364,290,0.985510528087616
1548087203.9805832,291,0.9855969548225403
1548087222.7951708,292,0.9861685037612915
1548087241.6535606,293,0.9858226776123047
1548087260.5228126,294,0.9856401681900024
1548087279.3892245,295,0.9853039979934692
1548087298.2988153,296,0.9862260818481445
1548087317.1002,297,0.9859619736671448
1548087335.9663036,298,0.985414445400238
1548087354.8308825,299,0.9855297207832336
1548087373.9034348,300,0.9857266545295715
1548087392.7753778,301,0.9861685037612915
1548087411.649472,302,0.9860724210739136
1548087430.4991663,303,0.9857362508773804
1548087449.3068395,304,0.9856065511703491
1548087468.1727204,305,0.9858466982841492
1548087487.0133991,306,0.9862164855003357
1548087505.9430585,307,0.9863702058792114
1548087524.7946076,308,0.9861204624176025
1548087543.6338363,309,0.9860628247261047
1548087562.5235882,310,0.9864038228988647
1548087581.4087274,311,0.9861876964569092
1548087600.2771182,312,0.9858899116516113
1548087619.12082,313,0.9860820174217224
1548087638.1146274,314,0.9860100150108337
1548087656.9847143,315,0.9861588478088379
1548087675.9308085,316,0.986197292804718
1548087694.7696223,317,0.9860003590583801
1548087713.6401694,318,0.9862596988677979
1548087732.4752395,319,0.9864518046379089
1548087751.3458042,320,0.9863942265510559
1548087770.2642188,321,0.9858995079994202
1548087789.1601262,322,0.9860436320304871
1548087808.0601037,323,0.9868312478065491
1548087826.89006,324,0.9866775274276733
1548087845.72879,325,0.9864950776100159
1548087864.611022,326,0.98674476146698
1548087883.517821,327,0.9867303967475891
1548087902.3469965,328,0.9863702058792114
1548087921.2146175,329,0.9869465231895447
1548087940.0832248,330,0.9864710569381714
1548087958.9271774,331,0.9866727590560913
1548087977.829843,332,0.986792802810669
1548087996.7379093,333,0.9864422082901001
1548088015.6445115,334,0.98674476146698
1548088034.5052254,335,0.9865478873252869
1548088053.3702433,336,0.9869465231895447
1548088072.304612,337,0.9868936538696289
1548088091.1415942,338,0.9871289730072021
1548088110.0278027,339,0.9867736101150513
1548088128.860708,340,0.9868312478065491
1548088147.7252,341,0.9868072271347046
1548088166.707089,342,0.9866055250167847
1548088185.6906543,343,0.9868840575218201
1548088204.57757,344,0.9871433973312378
1548088223.4597144,345,0.9868936538696289
1548088242.3562782,346,0.9870521426200867
1548088261.2357259,347,0.987080991268158
1548088280.0792353,348,0.9869561195373535
1548088298.8991272,349,0.9870425462722778
1548088317.7354817,350,0.9867208003997803
1548088336.5917308,351,0.9871866106987
1548088355.4876564,352,0.987032949924469
1548088374.4995108,353,0.9869657158851624
1548088393.3946784,354,0.9868504405021667
1548088412.2549524,355,0.9870953559875488
1548088431.0948017,356,0.9869657158851624
1548088449.9694846,357,0.9866775274276733
1548088468.89573,358,0.9869176745414734
1548088487.755267,359,0.9874507784843445
1548088506.6099236,360,0.9870233535766602
1548088525.5190973,361,0.987378716468811
1548088544.4315066,362,0.9870521426200867
1548088563.3592343,363,0.9869753122329712
1548088582.2832215,364,0.9872682690620422
1548088601.1631722,365,0.9871386289596558
1548088620.0456173,366,0.9872346520423889
1548088638.9285715,367,0.9870473742485046
1548088657.838335,368,0.9871625900268555
1548088676.7380834,369,0.9869657158851624
1548088695.6216886,370,0.9868120551109314
1548088714.5306938,371,0.9871482253074646
1548088733.5616648,372,0.9868888854980469
1548088752.425764,373,0.9874652028083801
1548088771.337573,374,0.9874555468559265
1548088790.2181792,375,0.9872394800186157
1548088809.106672,376,0.9874219298362732
1548088827.9487743,377,0.9872154593467712
1548088846.8575277,378,0.9876140356063843
1548088865.7057314,379,0.9870665669441223
1548088884.58759,380,0.9871722459793091
1548088903.4948733,381,0.9872490763664246
1548088922.354113,382,0.9876476526260376
1548088941.2414117,383,0.9873018860816956
1548088960.200277,384,0.987273097038269
1548088979.0887218,385,0.9876860976219177
1548088998.009392,386,0.9873114824295044
1548089016.848069,387,0.9875564575195312
1548089035.8944063,388,0.9874507784843445
1548089054.8065925,389,0.9872778654098511
1548089073.7071507,390,0.9875468015670776
1548089092.5678062,391,0.9874411821365356
1548089111.52035,392,0.9873210787773132
1548089130.3956542,393,0.987474799156189
1548089149.2560945,394,0.987772524356842
1548089168.1746728,395,0.9873595237731934
1548089187.1049066,396,0.9878541827201843
1548089205.9291077,397,0.9876188635826111
1548089224.8005285,398,0.9875324368476868
1548089243.6438732,399,0.987815797328949
